,Dist1,Dist2,Pop,diff,num0,num1,num2
0,0.6281327087844596,0.9079694464765431,2.706849839399938,-0.895,2,101,897
1,0.6511179479432686,-0.31931804459303326,0.5038257538223936,0.061,235,591,174
2,0.6059653494949336,-2.018168244037392,-0.8480769834036315,0.699,707,285,8
3,0.5288134940893595,-0.5890005332865824,0.7401220570561068,-0.15199999999999997,139,570,291
4,-0.758872056210466,-0.9332372163009188,0.18869530944922425,-0.252,110,528,362
5,0.19079432237171562,1.9787573241128278,0.9550565092637361,-0.372,70,488,442
6,0.6835088855389145,0.3026654485851825,2.60596727979128,-0.872,0,128,872
7,-1.7060859307350775,-1.1591194155484297,1.693722925204035,-0.961,0,39,961
8,0.39052784273374097,0.16690463609281317,-0.13484072060601238,0.325,390,545,65
9,0.8077059142577141,0.07295967531703869,0.18450185928224264,0.243,345,553,102
10,0.32964629880452445,-0.49710402288933153,0.638787013499328,-0.184,127,562,311
11,-0.9434064032519315,0.48475164718163294,-0.7540697010400628,0.15999999999999998,290,580,130
12,1.9017547952605123,0.23812695876901832,-0.11677331646707445,0.765,775,215,10
13,-0.993263499973366,0.19679950499134005,1.9966522853695665,-0.936,0,64,936
14,0.000366479605643592,1.025984152081572,-1.1366445936091856,0.648,669,310,21
15,-0.031579143908112575,0.6498258334908454,-0.1565979042889875,0.178,291,596,113
16,-0.6102588558227414,-0.755325340010558,2.154846443259472,-0.921,1,77,922
17,0.1470267713241236,-0.47944803904109595,-0.34641850351854453,0.308,380,548,72
18,1.0248102783372157,-0.925874258809907,0.558769406443067,0.16699999999999998,307,553,140
19,-1.1338171615837889,0.6104779075384634,1.8628641384939535,-0.916,1,82,917
20,2.084018530338962,-0.37651867524923904,0.3860303121135517,0.566,595,376,29
21,0.6812092925867574,1.0351250747739213,0.23033634359240704,0.197,316,565,119
22,1.9399323109926203,-1.005186917256266,-0.031160481493099617,0.698,707,284,9
23,0.1871245217641948,-0.7328451475428807,-0.7417897046689249,0.518,556,406,38
24,1.48249549608345,0.9614581560918355,-1.3829200981158674,0.923,924,75,1
25,0.9925734530526948,1.1922406372754866,-2.1412122910809264,0.967,967,33,0
26,1.2927645769293514,-1.4675140203361003,-1.0467795376984979,0.876,877,122,1
27,-0.1625347347726149,0.48580873745486103,-0.49409535833912277,0.30000000000000004,386,528,86
28,0.22149068500354543,-0.8551960407780934,0.39248881107944394,-0.04400000000000001,184,588,228
29,0.6663193209198146,-0.5382346255173922,1.541990408031232,-0.5399999999999999,29,402,569
30,1.4073382479609386,0.6418055114450044,-0.5685813606701186,0.75,761,228,11
31,-0.3911566271858832,1.0282931608187034,-0.905099901810439,0.427,478,471,51
32,-0.8668850353083267,0.7207875987587121,-1.9726051036093835,0.759,765,229,6
33,1.606779861236061,-1.1157099674628352,-1.2230820379046312,0.935,936,63,1
34,-1.3296600588247933,0.04145994288358152,-1.3853785569149153,0.409,469,471,60
35,-0.7713286047373022,0.11047741113032297,-0.41105540321250544,0.04999999999999999,241,568,191
36,0.2535480414796537,0.6491477464471865,-0.8046515115064065,0.603,626,351,23
37,-1.0804714624711786,0.902397757200862,0.35894052537506194,-0.47500000000000003,48,429,523
38,0.8330293241751475,0.9757196803436843,0.161781188240493,0.292,374,544,82
39,0.7833160508104224,-0.7089537376785922,-0.38823869993016363,0.526,556,414,30
40,-1.621347825454474,0.677535113895638,0.586847295403904,-0.702,10,278,712
41,-1.6782836579965759,0.33397310118137624,0.026105480322676483,-0.508,31,430,539
42,2.1177273820227196,0.19752398574797547,-0.5324705255224986,0.868,871,126,3
43,0.7290237321354455,-0.8630912690663913,2.3029872653509056,-0.805,2,191,807
44,0.24317761384049238,0.8641648782095376,0.3056315115097357,0.003999999999999976,204,596,200
45,-0.2518969516247645,-0.5781202586473068,-1.5609314472141087,0.757,768,221,11
46,0.20078046900718044,0.3278447402697301,0.23699563041333727,0.04799999999999999,243,562,195
47,-0.17405654125505843,0.7801397150660992,0.674485186989649,-0.34199999999999997,69,520,411
48,-0.40931848394745096,0.3435391865584499,-0.38325813145045406,0.15899999999999997,284,591,125
49,-0.982775996932035,2.231555243446201,0.1962753160993944,-0.373,63,501,436
50,-1.522332873870511,1.1337029907766036,-0.9713925659501077,0.12100000000000002,265,591,144
51,0.3934607601553278,-0.6305066330018959,0.5281867344521978,-0.044999999999999984,191,573,236
52,-0.21931071609607042,-0.04567647974128554,-1.3982896782716048,0.696,711,274,15
53,0.0936279847307588,1.2408126131652035,0.012420990255292875,0.11900000000000002,264,591,145
54,-1.908008821232767,-0.3801035020513599,-1.097693023064908,0.04400000000000001,224,596,180
55,-2.7369945956467303,1.522562110668041,-1.666059178570647,0.033,216,601,183
56,-0.6268054051231992,-0.39108896696029627,0.1780090913585255,-0.23,100,570,330
57,1.1300180527493824,0.897796311118923,1.7434769471227056,-0.456,39,466,495
58,-1.063048893618331,-0.1253808013891206,0.33086562044846474,-0.417,57,469,474
59,2.0295441849199127,-1.0463583859222323,-0.9455881247341669,0.925,926,73,1
60,-1.632923996816882,0.8021293698822711,-1.3064823050884957,0.265,354,557,89
61,0.6088572918018318,0.2864729879605598,-1.6675367808286456,0.903,903,97,0
62,2.493990185752055,-0.5472598883029545,-0.2057922982750036,0.851,853,145,2
63,-1.235614261466594,-0.7984279607352327,0.4967269541347468,-0.589,27,357,616
64,-0.7720406439702567,-0.034431636973305195,0.7541214332828665,-0.581,21,377,602
65,0.08152335776533699,-0.41519111613560106,0.6884084244168482,-0.255,111,523,366
66,-2.1151130977123773,-0.27951021452358354,0.05366145791755185,-0.599,22,357,621
67,1.7520144226756424,0.6955467245457797,1.0627104161410734,0.129,266,597,137
68,0.16763824411665035,-0.7659300746299967,0.15366083401816283,0.092,251,590,159
69,0.9028258592331454,-0.5379091569515423,0.9622991701503001,-0.187,115,583,302
70,0.43525292201184523,1.2599036895486682,-1.5496711043545173,0.869,874,121,5
71,0.26620677922249886,0.4125801614290498,-0.4478983519268438,0.425,477,471,52
72,0.5138327290356798,-0.9282048316241881,0.9887728450784197,-0.28900000000000003,94,523,383
73,-0.2984357443122198,0.02914147573738069,0.8469038980594052,-0.489,31,449,520
74,-1.839260863340729,0.8635956020616977,0.8890308842265193,-0.83,6,158,836
75,-0.580382983225663,1.209027284571865,-1.0765905044553468,0.453,492,469,39
76,-0.8204631637242422,-1.029577156962552,1.2017440283185892,-0.743,9,239,752
77,-0.8548599013156002,1.6028155369261388,-1.5248555367588408,0.6,624,352,24
78,-0.9940182922196608,-0.13190613678378701,0.1854789874674731,-0.374,56,514,430
79,-0.0892984417103869,0.6985664041829249,-1.3350917346306141,0.722,736,250,14
80,0.8709070168048411,1.58581239401606,-1.40912568010266,0.875,876,123,1
81,-0.5508760030855312,0.942044977340326,0.9296578406361021,-0.564,30,376,594
82,-1.0548505975739644,2.165421117012678,-0.9753493500596645,0.251,351,549,100
