,Unnamed: 0,Dist1,Dist2,Pop,diff,num0,num1,num2,draw,realized_entry
0,0,0.6281327087844596,0.9079694464765432,2.706849839399938,-0.885,2,111,887,816,2
1,6,0.6835088855389145,0.3026654485851825,2.6059672797912796,-0.888,0,112,888,724,2
2,7,-1.7060859307350775,-1.1591194155484297,1.6937229252040351,-0.9440000000000001,0,56,944,295,2
3,13,-0.9932634999733659,0.19679950499134005,1.9966522853695663,-0.8640000000000001,0,136,864,54,1
4,16,-0.6102588558227414,-0.755325340010558,2.154846443259472,-0.9279999999999999,1,70,929,205,2
5,19,-1.1338171615837889,0.6104779075384634,1.8628641384939533,-0.797,4,195,801,373,2
6,29,0.6663193209198146,-0.5382346255173922,1.541990408031232,-0.6579999999999999,12,318,670,665,2
7,43,0.7290237321354455,-0.8630912690663913,2.3029872653509056,-0.8759999999999999,0,124,876,656,2
8,57,1.1300180527493824,0.897796311118923,1.7434769471227056,-0.487,38,437,525,690,2
9,63,-1.2356142614665941,-0.7984279607352327,0.4967269541347468,-0.5279999999999999,42,388,570,280,1
10,76,-0.8204631637242422,-1.029577156962552,1.2017440283185892,-0.758,8,226,766,234,2
11,95,-0.4687562856851466,0.8600970357844115,1.7159501663525816,-0.693,6,295,699,155,1
12,98,1.5237504578803855,1.2902299309450938,2.785009667748608,-0.7979999999999999,5,192,803,31,1
13,108,0.060970809221258734,-1.5423927248905591,1.407188843201487,-0.755,5,235,760,684,2
14,110,0.17468320626554876,0.4634275027319352,1.5097470110779267,-0.602,20,358,622,159,1
15,112,-1.0483473351311796,-1.2813202935443193,1.2529436328908892,-0.815,5,175,820,749,2
16,134,0.3406341155687945,-1.2340575135468017,1.1913047760618745,-0.628,13,346,641,893,2
17,149,-0.21425798795187587,0.32499572522268844,1.2925450090585615,-0.57,24,382,594,795,2
18,158,-0.0083114761332259,-0.9452243186372083,0.9412447874827956,-0.531,28,413,559,375,1
19,166,-0.6978587837559875,0.3581511794376568,1.8921367575420032,-0.8099999999999999,5,180,815,443,2
20,168,-1.373762963985062,-2.586260103262429,1.2700494135755682,-0.897,0,103,897,121,2
21,179,-0.3030509660932472,-0.8908135976346395,1.7372065772286167,-0.8490000000000001,2,147,851,881,2
22,188,-0.4922992475510759,1.3380365633668907,1.9358209580700951,-0.6759999999999999,10,304,686,477,2
23,194,-1.5661440186848394,1.0685264246078927,1.7537215584898294,-0.718,2,278,720,326,2
24,208,-0.5410671395047455,-0.6928657588809461,0.6097858415670021,-0.46399999999999997,43,450,507,337,1
25,210,0.27238501394584513,-0.4979757956227245,2.1213703472778898,-0.867,0,133,867,970,2
26,213,-1.9115484465394237,-0.33804867581062426,1.823644015395196,-0.894,1,104,895,384,2
27,227,0.16208629758367665,-0.5062154208382617,1.0839929869651634,-0.5379999999999999,26,410,564,247,1
28,233,0.10288452424681313,-0.8310116041427693,2.8644748447612587,-0.968,0,32,968,511,2
29,241,0.2768979515322273,-0.7650761999114594,2.242883615969702,-0.884,0,116,884,432,2
30,250,0.6773826414976682,-0.5418450492357593,1.8214882828501369,-0.757,2,239,759,563,2
31,252,-0.88943490792438,0.6594952587966937,2.0460930397431776,-0.835,3,159,838,753,2
32,260,-0.5465500727005606,-1.5720496231183638,0.9812639522734444,-0.711,8,273,719,764,2
33,266,-0.5908314621412939,-0.23077861894316434,1.0108675989349356,-0.596,23,358,619,77,1
34,276,1.1592848314577393,-1.7388966776791102,2.1331367022295322,-0.8140000000000001,2,182,816,294,2
35,285,-1.1848689137582953,0.8981294710421904,1.8517931122690148,-0.746,3,248,749,803,2
36,290,-0.36067785201925495,-1.0246892221240742,0.7930220088516202,-0.5549999999999999,28,389,583,935,2
37,296,0.3140526406562607,0.34522664693531635,1.3535522720096038,-0.5349999999999999,37,391,572,507,2
38,318,0.950596369072207,0.4137191430409762,1.7278711479170452,-0.5660000000000001,32,370,598,196,1
39,326,-1.0494783722520935,-1.0652833337489311,1.7206221316151542,-0.884,0,116,884,744,2
40,328,-0.9279452723675209,-1.4405184173791872,1.1902773695882294,-0.804,3,190,807,140,1
41,330,0.7226646654473587,0.12775179885041912,2.0570002833412424,-0.7559999999999999,9,226,765,641,2
42,338,-0.5392192590093537,-0.8046439276367445,0.6836886213802553,-0.5359999999999999,33,398,569,746,2
43,346,-0.5733405361231099,-0.05899439086843501,0.916405178944008,-0.51,44,402,554,844,2
44,350,-1.1839242445942888,-0.5370612719058516,0.98458313838143,-0.6829999999999999,13,291,696,337,2
45,358,0.054735230155973896,-0.18900714812220346,1.1304084914885928,-0.524,37,402,561,4,0
46,372,-0.7937245613843232,0.8520927138957353,1.9317411747108435,-0.777,5,213,782,259,2
47,377,-0.3353817266976273,0.643524678260817,1.4647730691712393,-0.58,28,364,608,276,1
48,382,-2.3402071181830584,-0.6182334197562486,1.1977524896500578,-0.7979999999999999,5,192,803,909,2
49,384,0.19370707437619536,-0.5352205976173217,1.5716863939118404,-0.733,5,257,738,962,2
50,396,-0.8411112708909922,0.09106334021105154,2.0735910256114742,-0.893,0,107,893,460,2
51,415,1.2746282105379394,2.9093492458575962,3.2711905373315218,-0.79,4,202,794,372,2
52,417,-2.0465305434717598,-1.3593009075606077,1.5403748360200618,-0.9470000000000001,0,53,947,620,2
